exp_sig,fan_cre,plt_con,mul_plt,plt_spo,pk_sco,maj_gen,fi,ao,typ,multi,cre_lev,tra_rate,vio,lt_hol,maj_inc,avg_pv,core_inf
TRUE,TRUE,FALSE,TRUE,C,2471,m,type6,B,B,TRUE,type4,25,TRUE,C,type4,4538,397
TRUE,TRUE,FALSE,TRUE,C,5,f,type4,A,A,FALSE,type4,29,FALSE,A,type3,7396,566
TRUE,FALSE,FALSE,TRUE,C,490,m,type6,A,A,FALSE,type5,25,TRUE,C,type1,4439,1012
TRUE,FALSE,FALSE,TRUE,B,486,f,type2,A,B,TRUE,type3,29,FALSE,C,type2,9222,660
TRUE,FALSE,TRUE,TRUE,B,322,m,type6,A,B,FALSE,type4,29,FALSE,C,type3,6802,559
FALSE,FALSE,FALSE,TRUE,B,155,m,type3,A,A,FALSE,type5,29,FALSE,C,type3,2975,601
TRUE,TRUE,FALSE,TRUE,B,52,m,type6,A,B,TRUE,type4,20,FALSE,A,type1,3692,670
TRUE,TRUE,FALSE,TRUE,C,87,m,type6,C,B,TRUE,type5,33,FALSE,C,type1,2520,757
TRUE,FALSE,FALSE,TRUE,A,30367,m,type6,A,B,FALSE,type2,20,FALSE,B,type3,1303,577
TRUE,TRUE,FALSE,TRUE,B,190,m,type6,A,B,TRUE,type3,25,FALSE,C,type4,931,505
TRUE,FALSE,FALSE,TRUE,A,14058,f,type6,A,B,TRUE,type4,33,FALSE,C,type2,1032,640
TRUE,FALSE,FALSE,TRUE,C,30463,f,type6,A,B,FALSE,type2,29,FALSE,A,type1,9427,711
TRUE,FALSE,FALSE,TRUE,C,68,m,type6,B,B,TRUE,type4,25,FALSE,B,type2,9264,616
TRUE,FALSE,FALSE,TRUE,B,132,f,type6,A,B,TRUE,type5,25,FALSE,C,type2,4534,625
TRUE,FALSE,FALSE,TRUE,C,5359,f,type6,A,B,TRUE,type5,33,FALSE,C,type3,9705,537
FALSE,FALSE,FALSE,TRUE,A,5352,f,type5,A,A,TRUE,type1,25,FALSE,A,type3,7287,533
TRUE,TRUE,FALSE,TRUE,B,381,m,type6,B,B,FALSE,type4,50,FALSE,C,type1,8750,1050
FALSE,FALSE,FALSE,TRUE,A,30482,f,type3,A,B,FALSE,type2,25,FALSE,A,type1,7486,956
TRUE,FALSE,FALSE,TRUE,B,1412,f,type6,A,B,FALSE,type4,33,FALSE,C,type3,9170,608
TRUE,FALSE,FALSE,TRUE,B,454,f,type6,A,B,TRUE,type5,29,FALSE,C,type1,797,693
TRUE,TRUE,FALSE,TRUE,B,389,m,type6,A,B,TRUE,type3,41,TRUE,C,type3,3383,518
TRUE,TRUE,FALSE,TRUE,B,131,m,type6,B,B,TRUE,type4,25,FALSE,B,type2,5591,622
FALSE,FALSE,FALSE,TRUE,A,20332,m,type4,C,B,TRUE,type5,16,TRUE,C,type1,3072,677
TRUE,TRUE,FALSE,TRUE,C,390,m,type3,A,B,TRUE,type4,25,FALSE,A,type2,8157,647
TRUE,FALSE,FALSE,TRUE,B,131,m,type4,B,B,TRUE,type4,20,FALSE,B,type1,3316,843
TRUE,TRUE,FALSE,TRUE,B,68,f,type1,A,A,TRUE,type3,29,FALSE,C,type4,326,513
TRUE,FALSE,FALSE,TRUE,C,376,m,type2,A,B,TRUE,type4,25,TRUE,B,type3,3354,509
TRUE,FALSE,FALSE,TRUE,B,324,f,type6,A,B,TRUE,type3,29,FALSE,C,type3,710,532
TRUE,TRUE,FALSE,TRUE,C,484,f,type6,A,B,FALSE,type4,25,FALSE,C,type1,7245,804
TRUE,TRUE,FALSE,TRUE,B,398,m,type4,A,B,TRUE,type4,29,FALSE,C,type3,4601,539
TRUE,TRUE,FALSE,TRUE,B,219,m,type1,A,B,FALSE,type5,29,FALSE,C,type1,1945,718
TRUE,FALSE,FALSE,TRUE,B,5094,m,type6,A,B,FALSE,type4,25,TRUE,C,type1,5423,681
TRUE,TRUE,FALSE,TRUE,C,456,m,type2,B,A,TRUE,type5,33,FALSE,C,type4,5617,475
TRUE,TRUE,FALSE,TRUE,C,30282,f,type6,A,B,TRUE,type3,29,FALSE,B,type3,6714,606
TRUE,TRUE,FALSE,TRUE,C,282,f,type6,A,B,TRUE,type3,25,FALSE,C,type4,3876,481
TRUE,TRUE,FALSE,TRUE,B,457,m,type5,A,B,FALSE,type5,29,FALSE,B,type4,6597,490
TRUE,TRUE,FALSE,TRUE,A,5452,m,type6,B,B,TRUE,type1,25,FALSE,C,type1,6629,815
TRUE,FALSE,FALSE,TRUE,B,20005,f,type4,A,B,FALSE,type1,16,FALSE,C,type3,3965,610
TRUE,TRUE,FALSE,TRUE,C,368,f,type6,B,B,FALSE,type3,33,FALSE,B,type4,2999,457
FALSE,FALSE,FALSE,TRUE,B,5171,m,type4,A,B,FALSE,type5,25,TRUE,A,type1,7185,771
TRUE,TRUE,FALSE,TRUE,C,206,m,type4,A,B,TRUE,type5,33,TRUE,A,type2,7413,631
TRUE,FALSE,TRUE,TRUE,B,2350,m,type2,A,B,TRUE,type4,29,FALSE,B,type3,2127,518
TRUE,TRUE,FALSE,TRUE,C,313,f,type6,A,B,TRUE,type3,33,FALSE,C,type4,1840,485
FALSE,TRUE,FALSE,TRUE,B,416,f,type5,A,B,TRUE,type5,25,FALSE,C,type1,549,678
TRUE,FALSE,FALSE,TRUE,C,435,f,type6,A,B,TRUE,type4,33,FALSE,B,type2,4123,660
TRUE,FALSE,FALSE,TRUE,C,213,m,type5,A,B,TRUE,type5,33,FALSE,C,type2,975,619
TRUE,TRUE,FALSE,TRUE,A,2126,m,type6,B,B,FALSE,type5,25,FALSE,B,type3,7812,572
TRUE,TRUE,FALSE,TRUE,B,2116,m,type6,C,B,TRUE,type3,25,FALSE,C,type2,561,610
TRUE,FALSE,FALSE,TRUE,B,483,m,type6,A,B,TRUE,type4,25,FALSE,C,type1,4873,813
TRUE,TRUE,FALSE,TRUE,B,362,f,type6,A,B,TRUE,type4,33,FALSE,B,type3,5408,610
TRUE,FALSE,FALSE,TRUE,B,180,m,type6,B,B,TRUE,type5,25,FALSE,B,type1,4036,790
TRUE,TRUE,FALSE,TRUE,C,362,f,type1,A,B,TRUE,type4,29,FALSE,A,type3,1167,516
TRUE,TRUE,FALSE,TRUE,C,423,m,type6,B,B,TRUE,type4,29,TRUE,C,type1,891,714
TRUE,TRUE,FALSE,TRUE,C,122,m,type6,A,B,TRUE,type3,33,FALSE,B,type4,8982,429
TRUE,TRUE,FALSE,TRUE,A,146,f,type2,A,A,TRUE,type5,41,TRUE,C,type1,7643,696
TRUE,TRUE,FALSE,TRUE,A,89,m,type2,B,B,FALSE,type4,25,FALSE,C,type1,9697,786
TRUE,FALSE,FALSE,TRUE,A,30416,f,type6,A,B,TRUE,type1,37,FALSE,C,type4,5465,487
TRUE,FALSE,FALSE,TRUE,B,73,m,type2,A,B,TRUE,type1,29,FALSE,C,type3,3099,526
TRUE,TRUE,FALSE,TRUE,C,7217,m,type6,B,B,FALSE,type5,29,FALSE,B,type1,5713,731
TRUE,TRUE,FALSE,TRUE,C,283,m,type6,B,B,FALSE,type4,33,FALSE,C,type1,3569,725
TRUE,TRUE,FALSE,TRUE,B,283,f,type6,A,B,TRUE,type4,29,FALSE,C,type2,210,626
TRUE,TRUE,FALSE,TRUE,A,331,m,type3,A,B,FALSE,type5,58,FALSE,C,type4,5732,425
TRUE,TRUE,FALSE,TRUE,C,294,m,type6,B,B,TRUE,type4,25,FALSE,B,type3,2600,532
TRUE,FALSE,FALSE,TRUE,B,23,m,type6,B,B,TRUE,type4,29,FALSE,C,type3,1865,551
TRUE,TRUE,TRUE,TRUE,B,5105,m,type6,A,B,TRUE,type3,33,TRUE,C,type4,2637,468
TRUE,TRUE,FALSE,TRUE,B,473,m,type6,A,B,TRUE,type4,33,TRUE,C,type4,2929,477
FALSE,TRUE,FALSE,TRUE,A,20183,f,type6,A,A,FALSE,type5,33,FALSE,B,type3,6141,509
TRUE,TRUE,FALSE,TRUE,C,107,f,type3,A,B,TRUE,type5,33,FALSE,B,type3,9276,533
TRUE,TRUE,FALSE,TRUE,C,166,m,type4,A,B,TRUE,type4,29,FALSE,B,type4,6268,514
TRUE,TRUE,FALSE,TRUE,C,7,f,type5,B,B,TRUE,type4,41,FALSE,A,type4,2451,474
TRUE,TRUE,FALSE,TRUE,B,270,f,type6,A,B,TRUE,type4,29,TRUE,B,type3,2428,539
TRUE,TRUE,FALSE,TRUE,C,2161,m,type6,B,B,TRUE,type3,29,FALSE,B,type4,2973,479
TRUE,FALSE,FALSE,TRUE,B,372,m,type6,A,B,TRUE,type4,25,FALSE,A,type4,779,485
TRUE,FALSE,FALSE,TRUE,A,12,m,type6,A,B,TRUE,type5,29,TRUE,B,type3,1317,587
FALSE,TRUE,FALSE,TRUE,B,353,f,type4,A,A,TRUE,type4,25,TRUE,B,type1,2423,691
TRUE,TRUE,FALSE,TRUE,B,105,f,type6,B,B,TRUE,type4,29,FALSE,B,type2,414,663
TRUE,TRUE,FALSE,TRUE,B,238,f,type6,A,B,TRUE,type5,29,FALSE,C,type2,4991,612
FALSE,FALSE,FALSE,TRUE,B,257,f,type1,A,B,TRUE,type4,33,FALSE,A,type3,3291,544
TRUE,TRUE,FALSE,TRUE,B,147,m,type6,B,B,FALSE,type5,25,FALSE,B,type1,5602,773
FALSE,FALSE,FALSE,TRUE,B,30263,f,type1,A,A,FALSE,type2,20,TRUE,B,type2,7530,644
TRUE,TRUE,FALSE,TRUE,C,351,f,type6,A,B,TRUE,type3,25,FALSE,C,type3,7320,582
TRUE,TRUE,FALSE,TRUE,B,15473,f,type6,B,A,FALSE,type1,16,FALSE,B,type3,9419,514
TRUE,TRUE,FALSE,TRUE,C,183,m,type6,B,B,TRUE,type4,33,FALSE,C,type1,534,790
TRUE,TRUE,FALSE,TRUE,B,15365,m,type6,A,B,FALSE,type5,25,TRUE,C,type2,5300,622
TRUE,TRUE,FALSE,TRUE,B,295,f,type6,A,B,TRUE,type4,33,FALSE,B,type2,558,639
TRUE,TRUE,FALSE,TRUE,C,355,f,type1,A,B,TRUE,type3,29,FALSE,C,type3,3317,537
TRUE,TRUE,FALSE,TRUE,B,338,m,type6,B,B,TRUE,type3,37,FALSE,B,type2,4081,615
TRUE,FALSE,FALSE,TRUE,C,483,m,type6,B,B,TRUE,type3,29,FALSE,B,type4,2334,500
FALSE,FALSE,FALSE,TRUE,A,30017,m,type1,A,A,FALSE,type2,12,FALSE,B,type4,1539,391
TRUE,TRUE,FALSE,TRUE,B,49,m,type4,A,B,TRUE,type3,25,FALSE,B,type3,7150,521
TRUE,FALSE,FALSE,TRUE,C,2284,f,type4,B,A,TRUE,type1,29,TRUE,C,type3,4539,597
TRUE,TRUE,FALSE,TRUE,C,66,m,type2,B,A,TRUE,type4,33,FALSE,B,type3,6157,556
TRUE,TRUE,TRUE,TRUE,B,3059,m,type6,C,B,TRUE,type3,29,TRUE,C,type4,2927,443
TRUE,FALSE,FALSE,TRUE,B,158,f,type6,B,B,FALSE,type5,25,FALSE,C,type1,8872,692
TRUE,FALSE,FALSE,TRUE,B,481,f,type4,A,B,FALSE,type3,33,FALSE,C,type3,382,569
TRUE,FALSE,FALSE,TRUE,B,464,m,type1,B,B,TRUE,type5,29,FALSE,C,type3,767,572
TRUE,FALSE,TRUE,TRUE,B,3318,m,type1,B,B,TRUE,type4,25,FALSE,C,type2,5247,625
TRUE,TRUE,FALSE,TRUE,A,15460,m,type6,B,B,FALSE,type2,20,TRUE,C,type3,6733,599
TRUE,TRUE,FALSE,TRUE,B,348,f,type6,A,B,TRUE,type5,29,FALSE,C,type1,5194,749
TRUE,TRUE,FALSE,TRUE,A,382,m,type2,B,B,TRUE,type5,29,FALSE,C,type2,4130,652
TRUE,FALSE,FALSE,TRUE,A,30239,f,type6,A,B,FALSE,type1,25,TRUE,B,type3,9474,571
FALSE,TRUE,FALSE,TRUE,C,44,f,type2,C,A,FALSE,type5,20,TRUE,C,type1,446,769
FALSE,FALSE,FALSE,TRUE,C,302,f,type6,B,A,TRUE,type3,33,FALSE,C,type3,9670,597
TRUE,TRUE,FALSE,TRUE,C,5083,m,type3,A,B,TRUE,type5,33,FALSE,A,type3,401,518
TRUE,FALSE,FALSE,TRUE,B,111,f,type6,B,B,TRUE,type1,33,TRUE,B,type4,9066,469
TRUE,TRUE,FALSE,TRUE,B,289,m,type6,A,B,TRUE,type4,25,TRUE,C,type3,4975,563
TRUE,FALSE,FALSE,TRUE,C,7424,f,type3,B,B,TRUE,type5,33,FALSE,C,type4,2300,461
TRUE,TRUE,FALSE,TRUE,B,357,m,type6,A,B,TRUE,type4,29,FALSE,B,type1,5025,964
TRUE,TRUE,FALSE,TRUE,B,302,m,type2,C,B,TRUE,type3,37,FALSE,C,type4,1476,418
TRUE,FALSE,FALSE,TRUE,B,71,f,type2,C,A,TRUE,type3,41,TRUE,C,type2,1223,625
TRUE,TRUE,FALSE,TRUE,B,197,m,type1,A,B,FALSE,type4,33,FALSE,B,type3,6474,556
TRUE,FALSE,FALSE,TRUE,C,251,f,type2,B,B,TRUE,type5,25,FALSE,B,type2,3752,632
TRUE,FALSE,FALSE,TRUE,C,143,f,type6,B,B,TRUE,type3,33,TRUE,B,type3,8763,575
TRUE,TRUE,FALSE,TRUE,B,240,m,type6,A,B,TRUE,type4,25,TRUE,C,type2,2589,625
TRUE,TRUE,FALSE,TRUE,C,408,m,type6,B,A,FALSE,type1,20,FALSE,B,type1,4560,924
TRUE,TRUE,FALSE,TRUE,B,220,m,type3,A,B,TRUE,type4,29,FALSE,C,type3,8151,560
FALSE,FALSE,FALSE,TRUE,B,111,m,type6,A,A,TRUE,type4,33,FALSE,C,type1,1529,667
TRUE,FALSE,FALSE,TRUE,C,3405,m,type6,A,B,TRUE,type5,37,FALSE,B,type4,9080,398
TRUE,FALSE,FALSE,TRUE,B,56,m,type6,A,B,TRUE,type3,33,FALSE,C,type3,8808,505
TRUE,TRUE,FALSE,TRUE,C,461,m,type6,B,B,TRUE,type1,33,FALSE,C,type2,7512,653
TRUE,TRUE,FALSE,TRUE,B,476,m,type6,B,B,FALSE,type3,33,FALSE,C,type4,2485,458
TRUE,TRUE,FALSE,TRUE,B,421,f,type3,A,A,TRUE,type4,29,FALSE,A,type3,4531,517
TRUE,FALSE,FALSE,TRUE,B,373,f,type1,A,B,TRUE,type3,33,FALSE,B,type4,9026,472
TRUE,TRUE,FALSE,TRUE,B,63,f,type4,A,B,TRUE,type4,33,FALSE,C,type4,449,504
TRUE,TRUE,FALSE,TRUE,C,32,f,type6,A,B,TRUE,type4,29,FALSE,A,type3,589,582
TRUE,TRUE,FALSE,TRUE,A,39,f,type5,B,B,TRUE,type5,25,FALSE,B,type3,5978,610
TRUE,FALSE,FALSE,TRUE,C,2101,m,type2,A,B,TRUE,type5,29,FALSE,A,type3,2733,603
TRUE,TRUE,FALSE,TRUE,C,354,m,type4,A,B,TRUE,type3,33,FALSE,C,type3,2799,591
TRUE,FALSE,FALSE,TRUE,A,5191,m,type3,A,B,TRUE,type5,25,FALSE,B,type3,9012,549
TRUE,TRUE,FALSE,TRUE,B,172,m,type2,B,A,TRUE,type4,50,FALSE,B,type3,817,558
TRUE,TRUE,FALSE,TRUE,C,459,f,type6,C,B,FALSE,type5,33,FALSE,C,type4,8810,468
TRUE,FALSE,FALSE,TRUE,B,477,f,type2,B,B,TRUE,type5,25,FALSE,B,type2,1693,650
TRUE,FALSE,FALSE,TRUE,B,269,m,type6,B,B,FALSE,type1,25,FALSE,B,type1,5163,667
TRUE,TRUE,FALSE,TRUE,C,284,m,type6,B,B,TRUE,type5,25,FALSE,C,type1,4319,942
TRUE,TRUE,FALSE,TRUE,C,374,m,type6,A,B,TRUE,type4,33,FALSE,C,type4,170,421
TRUE,TRUE,FALSE,TRUE,C,323,f,type6,A,B,TRUE,type5,33,FALSE,C,type4,5039,470
TRUE,FALSE,FALSE,TRUE,C,263,f,type6,A,B,TRUE,type4,33,FALSE,C,type1,5274,792
TRUE,FALSE,FALSE,TRUE,A,30276,f,type4,A,B,TRUE,type2,33,FALSE,C,type1,2021,753
TRUE,FALSE,FALSE,TRUE,B,224,f,type6,C,B,TRUE,type3,33,FALSE,B,type3,6954,550
TRUE,FALSE,FALSE,TRUE,C,303,f,type1,A,B,TRUE,type3,33,FALSE,C,type2,9774,643
TRUE,FALSE,FALSE,TRUE,C,1287,f,type6,A,B,FALSE,type4,29,FALSE,C,type1,2142,825
TRUE,FALSE,TRUE,TRUE,B,475,m,type6,A,B,TRUE,type3,16,FALSE,C,type4,6597,464
TRUE,FALSE,FALSE,TRUE,A,3461,f,type6,A,B,FALSE,type1,25,FALSE,B,type3,7978,517
TRUE,TRUE,FALSE,TRUE,C,7032,m,type6,A,B,FALSE,type4,16,FALSE,C,type1,7921,756
FALSE,FALSE,FALSE,TRUE,A,15267,m,type2,A,B,TRUE,type1,25,FALSE,C,type5,4039,337
TRUE,TRUE,FALSE,TRUE,C,2362,m,type4,B,B,TRUE,type4,29,FALSE,C,type3,8942,604
TRUE,FALSE,FALSE,TRUE,B,280,m,type4,A,B,FALSE,type5,25,FALSE,A,type2,6382,637
TRUE,TRUE,FALSE,TRUE,B,467,f,type2,C,B,TRUE,type5,29,FALSE,C,type4,366,377
TRUE,FALSE,FALSE,TRUE,B,151,f,type2,B,B,FALSE,type4,25,FALSE,B,type4,6301,466
TRUE,TRUE,FALSE,TRUE,B,1428,m,type6,A,B,TRUE,type3,29,FALSE,A,type4,1340,491
TRUE,FALSE,FALSE,TRUE,B,14,m,type6,A,B,TRUE,type4,33,FALSE,B,type4,2328,457
TRUE,TRUE,FALSE,TRUE,B,233,m,type6,B,B,TRUE,type4,29,FALSE,C,type2,3706,622
TRUE,FALSE,FALSE,TRUE,C,328,m,type1,A,B,TRUE,type4,33,FALSE,A,type3,1874,568
TRUE,FALSE,FALSE,TRUE,B,350,f,type6,A,B,TRUE,type3,25,TRUE,B,type2,6101,635
TRUE,TRUE,FALSE,TRUE,B,270,m,type6,A,B,TRUE,type3,33,FALSE,B,type3,6659,547
TRUE,TRUE,FALSE,TRUE,A,4498,f,type2,A,A,FALSE,type5,25,FALSE,C,type2,2009,652
FALSE,TRUE,FALSE,TRUE,B,3443,m,type6,B,A,FALSE,type2,25,FALSE,B,type2,4623,640
TRUE,FALSE,FALSE,TRUE,C,3445,f,type6,A,B,TRUE,type4,29,FALSE,B,type1,2685,704
TRUE,FALSE,FALSE,TRUE,A,1098,m,type6,A,B,FALSE,type5,25,TRUE,B,type4,6944,395
TRUE,TRUE,FALSE,TRUE,A,30118,f,type1,A,A,TRUE,type1,33,FALSE,A,type1,5350,764
TRUE,FALSE,FALSE,TRUE,B,2132,f,type2,A,B,TRUE,type4,33,FALSE,B,type2,5644,602
TRUE,TRUE,FALSE,TRUE,B,130,m,type4,A,B,TRUE,type3,33,FALSE,B,type4,9007,400
TRUE,TRUE,FALSE,TRUE,B,439,f,type6,A,B,TRUE,type3,29,TRUE,B,type4,6224,417
TRUE,TRUE,FALSE,TRUE,C,31,f,type2,A,A,TRUE,type4,33,FALSE,C,type3,3525,603
TRUE,TRUE,FALSE,TRUE,A,369,m,type1,A,B,FALSE,type5,29,TRUE,A,type2,4532,652
TRUE,TRUE,FALSE,TRUE,B,54,m,type1,A,B,TRUE,type4,33,FALSE,C,type4,604,465
TRUE,FALSE,FALSE,TRUE,C,7172,m,type1,A,B,FALSE,type5,25,FALSE,A,type3,8575,603
TRUE,TRUE,FALSE,TRUE,B,433,f,type2,B,B,TRUE,type5,33,FALSE,C,type2,6367,604
TRUE,FALSE,FALSE,TRUE,C,495,f,type3,A,C,TRUE,type5,29,FALSE,A,type4,2063,486
TRUE,FALSE,FALSE,TRUE,B,171,f,type6,A,A,TRUE,type5,33,FALSE,B,type3,2658,611
FALSE,TRUE,FALSE,TRUE,A,20398,m,type1,A,A,FALSE,type2,20,FALSE,A,type2,3198,611
TRUE,FALSE,FALSE,TRUE,C,3311,f,type6,B,B,TRUE,type4,25,FALSE,B,type3,1386,567
FALSE,FALSE,FALSE,TRUE,B,2304,f,type5,A,B,TRUE,type4,37,FALSE,B,type4,8562,449
TRUE,TRUE,FALSE,TRUE,C,10244,f,type2,A,A,FALSE,type1,33,FALSE,A,type1,9394,776
TRUE,TRUE,FALSE,TRUE,B,110,f,type6,B,B,TRUE,type4,33,FALSE,B,type4,1829,438
TRUE,TRUE,FALSE,TRUE,B,317,f,type6,A,B,FALSE,type4,33,FALSE,A,type4,3645,484
FALSE,TRUE,FALSE,TRUE,C,10225,m,type1,B,C,TRUE,type5,25,FALSE,C,type1,6119,792
FALSE,FALSE,FALSE,TRUE,A,496,f,type5,A,B,TRUE,type4,33,FALSE,C,type2,9971,648
TRUE,TRUE,FALSE,TRUE,A,2248,f,type2,B,A,FALSE,type5,33,FALSE,C,type1,6168,696
TRUE,TRUE,FALSE,TRUE,B,90,m,type6,A,B,TRUE,type4,29,FALSE,A,type3,8785,584
TRUE,FALSE,FALSE,TRUE,B,77,m,type6,A,B,TRUE,type4,33,FALSE,B,type1,6310,796
FALSE,FALSE,FALSE,TRUE,B,423,m,type6,A,B,TRUE,type1,33,FALSE,C,type4,9389,484
TRUE,FALSE,FALSE,TRUE,C,30189,m,type3,B,A,FALSE,type5,33,TRUE,C,type3,1875,569
TRUE,TRUE,FALSE,TRUE,B,423,f,type2,A,B,TRUE,type3,29,FALSE,B,type2,5736,638
TRUE,FALSE,FALSE,TRUE,A,5060,m,type5,A,B,TRUE,type1,50,FALSE,A,type1,6390,704
TRUE,FALSE,FALSE,TRUE,B,134,f,type6,A,B,TRUE,type3,25,FALSE,B,type3,2375,518
TRUE,FALSE,TRUE,TRUE,B,213,f,type6,A,B,TRUE,type3,33,FALSE,B,type4,8761,449
TRUE,FALSE,FALSE,TRUE,C,488,f,type6,A,B,TRUE,type4,29,FALSE,B,type1,4642,701
TRUE,FALSE,FALSE,TRUE,B,272,m,type6,C,B,FALSE,type5,25,FALSE,B,type4,4602,482
TRUE,TRUE,FALSE,TRUE,C,140,f,type2,B,A,TRUE,type5,33,FALSE,B,type1,1997,812
FALSE,FALSE,FALSE,TRUE,C,155,f,type1,B,A,TRUE,type5,50,FALSE,B,type3,2322,540
TRUE,TRUE,FALSE,TRUE,B,361,m,type4,A,B,TRUE,type3,29,FALSE,B,type4,8350,385
FALSE,FALSE,FALSE,TRUE,A,308,m,type4,B,A,TRUE,type1,33,FALSE,C,type2,7837,627
TRUE,TRUE,FALSE,TRUE,B,360,f,type4,A,B,TRUE,type4,37,FALSE,B,type3,8019,513
TRUE,TRUE,FALSE,TRUE,C,182,f,type6,B,A,TRUE,type5,25,TRUE,C,type1,9451,1009
TRUE,TRUE,FALSE,TRUE,B,281,f,type1,A,A,TRUE,type4,20,FALSE,A,type2,3766,629
TRUE,TRUE,FALSE,TRUE,B,195,m,type4,A,B,TRUE,type5,33,FALSE,B,type1,1400,738
TRUE,FALSE,FALSE,TRUE,B,386,f,type2,A,B,FALSE,type5,25,FALSE,B,type4,7220,479
TRUE,TRUE,FALSE,TRUE,C,210,m,type6,A,B,TRUE,type5,29,FALSE,B,type2,8354,624
TRUE,FALSE,FALSE,TRUE,B,127,f,type6,B,B,TRUE,type4,33,FALSE,B,type3,2615,529
TRUE,TRUE,FALSE,TRUE,B,240,m,type6,A,A,TRUE,type4,33,FALSE,C,type3,3012,568
TRUE,FALSE,FALSE,TRUE,A,15268,m,type3,B,A,TRUE,type2,16,FALSE,C,type3,1720,613
TRUE,TRUE,FALSE,TRUE,C,1088,m,type6,A,B,TRUE,type3,20,FALSE,C,type3,6091,537
FALSE,TRUE,FALSE,TRUE,B,360,f,type2,A,A,TRUE,type5,33,FALSE,A,type2,5601,669
FALSE,TRUE,FALSE,TRUE,B,10259,m,type6,B,B,TRUE,type5,33,FALSE,C,type2,1903,614
TRUE,TRUE,FALSE,TRUE,C,144,f,type6,B,A,TRUE,type4,29,FALSE,B,type2,8359,634
TRUE,TRUE,FALSE,TRUE,C,491,f,type6,B,B,TRUE,type4,33,FALSE,C,type1,8265,903
TRUE,TRUE,FALSE,TRUE,B,387,m,type3,A,B,TRUE,type4,29,FALSE,B,type3,8092,557
TRUE,FALSE,FALSE,TRUE,A,30204,m,type4,B,B,FALSE,type2,20,TRUE,B,type2,81,648
FALSE,FALSE,FALSE,TRUE,A,14340,m,type3,A,B,TRUE,type2,33,FALSE,C,type3,8499,558
TRUE,TRUE,TRUE,TRUE,B,10134,m,type6,C,B,FALSE,type1,37,FALSE,C,type2,5007,611
TRUE,FALSE,FALSE,TRUE,A,10047,f,type6,B,A,TRUE,type2,41,FALSE,C,type1,2799,702
TRUE,TRUE,FALSE,TRUE,A,30045,m,type5,A,A,FALSE,type1,33,FALSE,A,type3,8176,550
TRUE,FALSE,FALSE,TRUE,C,3128,f,type3,A,B,TRUE,type1,25,FALSE,C,type4,3019,406
TRUE,FALSE,FALSE,TRUE,B,258,f,type6,C,B,TRUE,type5,16,FALSE,C,type3,2844,573
TRUE,FALSE,TRUE,TRUE,A,392,f,type1,B,A,FALSE,type5,25,FALSE,B,type1,1523,989
TRUE,FALSE,FALSE,TRUE,B,30012,f,type1,A,B,TRUE,type4,33,FALSE,A,type2,3349,643
TRUE,TRUE,FALSE,TRUE,B,302,f,type6,B,B,TRUE,type4,25,FALSE,B,type1,2866,689
TRUE,FALSE,FALSE,TRUE,A,2468,f,type3,A,B,TRUE,type5,29,FALSE,B,type3,7468,574
TRUE,FALSE,FALSE,TRUE,B,67,f,type6,C,B,TRUE,type3,33,FALSE,C,type5,8076,353
TRUE,FALSE,FALSE,TRUE,C,186,f,type6,A,B,TRUE,type3,29,FALSE,C,type3,9472,585
TRUE,FALSE,FALSE,TRUE,A,25392,m,type6,A,B,FALSE,type5,25,FALSE,B,type4,3947,433
TRUE,TRUE,FALSE,TRUE,B,4247,m,type4,B,B,TRUE,type4,20,FALSE,C,type3,999,559
TRUE,TRUE,FALSE,TRUE,C,182,f,type6,A,B,TRUE,type3,25,FALSE,C,type1,4673,825
TRUE,TRUE,FALSE,TRUE,C,172,m,type1,A,B,TRUE,type4,33,FALSE,B,type4,7783,497
TRUE,TRUE,FALSE,TRUE,A,3090,m,type2,B,B,FALSE,type5,25,FALSE,C,type1,8431,773
TRUE,TRUE,FALSE,TRUE,B,236,f,type4,A,B,TRUE,type5,29,FALSE,A,type3,4732,567
TRUE,TRUE,FALSE,TRUE,B,490,m,type6,B,B,TRUE,type5,33,TRUE,B,type3,2198,556
TRUE,FALSE,FALSE,TRUE,A,30236,m,type4,B,A,TRUE,type2,16,TRUE,B,type1,3375,742
TRUE,TRUE,FALSE,TRUE,B,1016,f,type6,A,B,FALSE,type5,25,FALSE,C,type2,7737,639
TRUE,FALSE,FALSE,TRUE,C,20436,m,type6,A,B,TRUE,type1,33,FALSE,B,type4,5354,487
TRUE,FALSE,FALSE,TRUE,B,30173,m,type6,C,A,TRUE,type1,33,TRUE,B,type4,8407,412
TRUE,TRUE,FALSE,TRUE,C,308,m,type6,B,B,TRUE,type5,33,FALSE,B,type1,5117,729
TRUE,TRUE,FALSE,TRUE,C,463,f,type6,A,B,TRUE,type3,33,FALSE,B,type4,2238,488
TRUE,FALSE,FALSE,TRUE,B,186,f,type6,A,B,FALSE,type5,33,FALSE,A,type4,2806,506
TRUE,TRUE,FALSE,TRUE,C,396,f,type6,B,B,TRUE,type4,20,FALSE,C,type2,7275,635
TRUE,FALSE,TRUE,TRUE,C,346,f,type6,A,B,TRUE,type4,25,FALSE,C,type3,9109,556
TRUE,FALSE,FALSE,TRUE,C,30343,m,type1,A,B,TRUE,type5,20,FALSE,C,type3,9505,534
